"Hillnumber","Hillname","_Section","ParentMa","ParentSMC","Metres","Feet","Gridref","Gridref10","Colgridref","Colheight","Drop","Feature","Observations","Survey","Revision","Comments","Map","Map25","Xcoord","Ycoord","Latitude","Longitude","GridrefXY","Country","Tumponly","MVNumber","classification"
2540,"Stony Cove Pike [Caudale Moor]",34.3,NULL,NULL,763,2503,"NY417100","NY 41782 10006","NY426103",592,171,"rock","rock is about 1m higher than Wainwright cairn 90m E at NY 41867 09997; there are several cairns in the summit area","Abney level","2007-03-10 00:00:00",NULL,"90","OL5S OL7N",341781,510007,54.48206,-2.90008,"NY4178110007","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2542,"Ill Bell",34.3,2528,NULL,757,2484,"NY436077","NY 43649 07752","NY432088",633,124,"N of two large cairns 30m apart","S cairn at NY 43660 07720 is c 50cm lower","Abney level","2020-01-05 00:00:00","Added to Trail 100 list Jan 2020","90","OL7N",343648,507753,54.462017,-2.870837,"NY4364807753","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2543,"Hart Side",34.3,2515,NULL,756,2480,"NY359197","NY 35902 19729","NY357194",733,23,"rock within 20m of 2 cairns","rock 6m NW is as high; NW cairn is at NY 35887 19748 and SE cairn at NY 35912 19734 and both are lower","Abney level","2008-11-10 00:00:00",NULL,"90","OL5S",335901,519730,54.568719,-2.992938,"NY3590119730","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2545,"Seat Sandal",34.3,NULL,NULL,736.8,2417,"NY344115","NY 34420 11530","NY 34877 11646",584.9,151.9,"rock on knoll by ruined wall","30m ENE of cairn (Wainwright) at NY 34390 11515 and 40cm higher","Abney level/Leica 530","2009-06-08 00:00:00",NULL,"90","OL5S",334419,511531,54.494857,-3.014027,"NY3441911531","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2546,"Kentmere Pike",34.3,2528,NULL,730.5,2397,"NY465077","NY 46554 07791","NY 4636 0804",690.8,39.7,"pointed rock 0.5m NW of trig point","trig point is 3m E of wall; cairn 3m W of wall is lower; other outcrops in summit area are all lower","Abney level","2020-03-31 00:00:00",NULL,"90","OL7N",346553,507792,54.462682,-2.826034,"NY4655307792","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2547,"Clough Head",34.3,2515,NULL,726,2382,"NY333225","NY 33394 22541","NY331214",618,108,"trig point/wind shelter",NULL,"obvious summit","2009-11-20 00:00:00",NULL,"90","OL5S",333393,522542,54.593661,-3.032362,"NY3339322542","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2548,"Froswick",34.3,2528,NULL,720,2362,"NY435085","NY 43520 08525","NY434080",645,75,"cairn",NULL,NULL,"2001-10-28 00:00:00",NULL,"90","OL7N",343519,508526,54.468949,-2.872974,"NY4351908526","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2549,"Birkhouse Moor",34.3,2515,NULL,717.6,2354,"NY363159","NY 36342 15974","NY 3601 1563",695.3,22.3,"cairn near wall","higher than large cairn 450m NNE at NY 36524 16393",NULL,"2018-11-11 00:00:00",NULL,"90","OL5S",336341,515975,54.535033,-2.98532,"NY3634115975","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2550,"Branstree",34.3,2528,NULL,711.5,2334,"NY477100","NY 47776 10001","NY 4746 0934",574.5,137,"ground 80m NW of end of wall","circular trig station 40m SE at NY 47795 09971 is 0.25m lower",NULL,"2020-12-06 00:00:00","The Nuttalls give the old trig station as the summit","90","OL5S OL7N",347775,510002,54.482669,-2.807575,"NY4777510002","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2551,"Yoke",34.3,2528,NULL,707,2320,"NY437067","NY 43773 06739","NY 4365 0727",668.2,38.8,"small cairn on outcrop",NULL,NULL,"2020-03-31 00:00:00",NULL,"90","OL7N",343772,506740,54.452928,-2.868731,"NY4377206740","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2552,"Gray Crag",34.3,2528,NULL,699,2293,"NY427117","NY 42756 11709","NY428113",683,16,"rock","this is Nuttall summit S of wall; Wainwright summit is N of wall at NY 42672 11869",NULL,"2012-08-15 00:00:00",NULL,"90","OL5S",342755,511710,54.497475,-2.885379,"NY4275511710","E",0,NULL,"{N,W,B,Sy,Fel}"
2553,"Rest Dodd",34.3,2528,NULL,696,2283,"NY432136","NY 43256 13646","NY434133",585,111,"grass mound","cairns 55m NNE at NY 43271 13701(Wainwright's cairn) & 80m NNW at NY 43237 13718 are lower","Abney level","2010-08-23 00:00:00",NULL,"90","OL5S",343255,513647,54.514937,-2.878033,"NY4325513647","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2554,"Sheffield Pike",34.3,2515,NULL,676.1,2218,"NY369181","NY 36911 18181","NY 3623 1820",583.1,93,"cairn",NULL,"obvious summit","2018-11-11 00:00:00",NULL,"90","OL5S",336910,518182,54.554936,-2.977002,"NY3691018182","E",0,NULL,"{Sim,Hew,N,sHu,W,B,Sy,Fel}"
2555,"Branstree NE Top [Branstree East Top] [High Howes (Mardale)]",34.3,2528,NULL,673,2208,"NY487103","NY 48765 10340","NY484102",649,24,"small pile of stones on grassy knoll",NULL,"Abney level","2009-06-08 00:00:00",NULL,"90","OL5S OL7N",348764,510341,54.485816,-2.79237,"NY4876410341","E",0,NULL,"{N,sSim,B,Sy}"
2556,"Loadpot Hill",34.3,2528,NULL,672,2205,"NY456180","NY 45636 18046","NY456174",623,49,"no feature: ground 80m SW of trig point","trig point is at NY 45686 18123 and is 40cm lower; boundary stone 100m ENE at NY 45731 18083 is <40cm lower","Abney level","2012-02-04 00:00:00","Wainwright summit is boundary stone; Birkett summit is trig point","90","OL5S",345635,518047,54.554737,-2.842087,"NY4563518047","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2559,"Tarn Crag (Sleddale)",34.3,NULL,NULL,664,2178,"NY488078","NY 48848 07851","NY485088",504,160,"cairn","cairn is NE of pillar (NY 48784 07802); pointed rock on grassy rise 60m WNW at NY 48786 07863 is of equal height","Abney level","2009-06-08 00:00:00",NULL,"90","OL7N",348847,507852,54.463458,-2.790658,"NY4884707852","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2561,"Place Fell",34.3,NULL,NULL,657,2156,"NY405169","NY 40535 16945","NY410157",395,262,"rock outcrop 4m SE of cairn","outcrop is 0.3m higher than trig point 30m E (NY 40560 16950); cairn is Wainwright summit.","Abney level","2009-06-08 00:00:00",NULL,"90","OL5S",340534,516946,54.544269,-2.920725,"NY4053416946","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2563,"Selside Pike",34.3,2528,NULL,655,2149,"NY490111","NY 49062 11145","NY490108",619,36,"grassy rise with embedded rocks 40m SSW of windshelter","windshelter (Wainwright & Birkett) is at NY 49073 11186 and is 75cm lower","Abney level","2001-10-28 00:00:00",NULL,"90","OL5S",349061,511146,54.49308,-2.787925,"NY4906111146","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2565,"Grey Crag [Sleddale Fell]",34.3,2559,NULL,638,2093,"NY497072","NY 49714 07220","NY493077",597,41,"rocky outcrop","outcrop is 40m N of Wainwright cairn (NY 49713 07177) and c 1.7m higher","Abney level","2001-10-28 00:00:00",NULL,"90","OL7N",349713,507221,54.457874,-2.777191,"NY4971307221","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2566,"Little Hart Crag [Little Hart Crag - West Top]",34.3,2521,NULL,637,2090,"NY387100","NY 38731 10030","NY383102",603,34,"cairn","ground 120m ENE at NY 38853 10053 and 20m NW at NY 38722 10047 is lower","Abney level","2009-06-08 00:00:00",NULL,"90","OL5S OL7N",338730,510031,54.481916,-2.947169,"NY3873010031","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2567,"Harrop Pike",34.3,2559,NULL,637,2090,"NY500077","NY 50067 07788","NY 4980 0756",622.1,15,"grassy bump 25m SW of cairn on far side of fence","ground is about 30cm higher than cairn base (NY 50076 07809)","Abney level","2020-06-14 00:00:00",NULL,"90","OL7N",350066,507789,54.463013,-2.771843,"NY5006607789","E",0,NULL,"{N,B,Sy}"
2568,"Rough Crag (Riggindale)",34.3,2528,NULL,628,2060,"NY454112","NY 45422 11243","NY450112",595,33,"rock 4m W of cairn","rock is 20cm higher than cairn base","Abney level","2009-06-08 00:00:00",NULL,"90","OL5S",345421,511244,54.493581,-2.844134,"NY4542111244","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2570,"Birks",34.3,2527,NULL,624,2047,"NY380143","NY 38020 14357","NY 3754 1405",603.7,20.3,"no feature: grass mound","this is Nuttall/Subsimm/Birkett summit; cairn (Wainwright) 200m NE at NY 38179 14485 is lower","Leica Disto/Leica RX1250","2019-05-19 00:00:00",NULL,"90","OL5S",338019,514358,54.520711,-2.959051,"NY3801914358","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2571,"Heron Pike North Top [Rydal Fell]",34.3,2521,NULL,621.3,2038,"NY357086","NY 35723 08671","NY 3570 0888",598.9,22.4,"rock at end of old wall","cairn has been destroyed",NULL,"2018-11-11 00:00:00",NULL,"90","OL7N",335722,508672,54.469332,-2.993292,"NY3572208672","E",0,NULL,"{N,sSim,B,Sy,Fel}"
2572,"Hartsop Dodd",34.3,2540,NULL,619,2031,"NY411118","NY 41134 11848","NY414113",594,25,"remains of cairn on grassy mound","fence post by wall (Wainwright summit) is 7m N of small cairn; larger cairn 35m NW at NY 41107 11874 is lower","Abney level","2020-12-06 00:00:00",NULL,"90","OL5S",341133,511849,54.498538,-2.910448,"NY4113311849","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2573,"Heron Pike (Rydal)",34.3,2521,NULL,612,2008,"NY355083","NY 35598 08310","NY356084",591,21,"outcrop","cairn has been destroyed",NULL,"2009-06-08 00:00:00",NULL,"90","OL7N",335597,508311,54.466072,-2.995142,"NY3559708311","E",0,NULL,"{N,sSim,W,B,Sy}"
2634,"The Old Man of Coniston [Coniston Old Man]",34.4,NULL,NULL,802.4,2633,"SD272978","SD 27243 97817","NY277027",387,415,"cairn 12m SE of trig point",NULL,"Leica NA730/Leica GS15","2018-07-16 00:00:00","height is for the rock by the edge of the extensive plinth (SD 27237 97832); it is highly probable that higher ground exists under the plinth","96 97","OL6N",327242,497818,54.370658,-3.121445,"SD2724297818","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel,CoH}"
2635,"Swirl How",34.4,2634,NULL,802.4,2633,"NY272005","NY 27282 00554","SD270994",682,120,"cairn incorporating large rock",NULL,"Leica NA730/Leica GS15","2018-07-16 00:00:00","probably lower than The Old Man of Coniston, see hill 2634","89 90","OL6N",327281,500555,54.395257,-3.121515,"NY2728100555","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2636,"Brim Fell",34.4,2634,NULL,795.9,2611,"SD270985","SD 27076 98557","SD 2711 9824",776.4,19.6,"cairn",NULL,NULL,"2021-01-16 00:00:00",NULL,"96 97","OL6N",327075,498558,54.377283,-3.124197,"SD2707598558","E",0,NULL,"{N,W,B,Sy,Fel}"
2637,"Great Carrs",34.4,2634,NULL,785,2575,"NY270009","NY 27079 00949","NY270006",765,20,"cairn on rock",NULL,"Abney level","2007-03-10 00:00:00",NULL,"89 90","OL6N",327078,500950,54.398777,-3.124738,"NY2707800950","E",0,NULL,"{N,sSim,W,B,Sy,Fel}"
2638,"Dow Crag",34.4,2634,NULL,778,2552,"SD262977","SD 26254 97793","SD266982",649,129,"outcrop",NULL,"obvious summit","2009-11-20 00:00:00",NULL,"96 97","OL6N",326253,497794,54.3703,-3.136659,"SD2625397794","E",0,NULL,"{Hu,Sim,Hew,N,W,B,Sy,Fel}"
2639,"Grey Friar",34.4,2634,NULL,773,2536,"NY260003","NY 26010 00361","NY265006",695,78,"SE cairn","cairn 40m NW at NY 25989 00396 is about 50cm lower","Abney level","2009-06-08 00:00:00",NULL,"89 90","OL6N",326009,500362,54.393339,-3.141054,"NY2600900362","E",0,NULL,"{Sim,Hew,N,W,B,Sy,Fel}"
2640,"Wetherlam",34.4,2634,NULL,763,2503,"NY288011","NY 28820 01112","NY278007",618,145,"cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"89 90","OL6N",328819,501113,54.400488,-3.097966,"NY2881901113","E",0,NULL,"{Hu,Sim,Hew,N,sMa,W,B,Sy,Fel}"
2641,"Black Sails",34.4,2634,NULL,745,2444,"NY282007","NY 28290 00755","NY285009",708,37,"cairn",NULL,"Abney level","2001-10-28 00:00:00",NULL,"89 90","OL6N",328289,500756,54.397206,-3.106042,"NY2828900756","E",0,NULL,"{Sim,Hew,N,B,Sy}"
2643,"Harter Fell (Eskdale)",34.4,NULL,NULL,653.2,2143,"SD218997","SD 21877 99715","NY 2288 0120",379.8,273.5,"rock tor","rock tor 20m ENE is 1.6m lower","Abney level","2021-04-10 00:00:00",NULL,"96","OL6N",321876,499715,54.386916,-3.204523,"SD2187699715","E",0,NULL,"{Ma,Sim,Hew,N,W,B,Sy,Fel}"
2644,"Walna Scar",34.4,2634,NULL,620.8,2037,"SD257963","SD 25770 96340","SD 2583 9647",604.9,15.9,"cairn on grassy knoll","grassy knoll 35m NE at SD 25797 96360 is probably just lower","Abney level","2021-10-30 00:00:00",NULL,"96","OL6N",325769,496340,54.357173,-3.143745,"SD2576996340","E",0,NULL,"{N,WO,B,Sy,Fel}"
2645,"White Maiden",34.4,2634,NULL,612.6,2010,"SD254957","SD 25430 95704","SD 2549 9601",587.8,24.8,"cairn",NULL,"obvious summit","2021-10-30 00:00:00",NULL,"96","OL6N",325429,495704,54.351409,-3.148816,"SD2542995704","E",0,NULL,"{N,sSim,B,Sy}"
2707,"Cross Fell",35.1,NULL,NULL,893,2930,"NY687343","NY 68719 34336","NY710056",242,651,"centre of summit shelter","trig point is 20m SE at NY 68735 34320; main cairn is 15m N of windshelter at NY 68714 34349",NULL,"2012-12-10 00:00:00",NULL,"91","OL31W",368719,534337,54.703085,-2.486943,"NY6871934337","E",0,NULL,"{Ma,Sim,Hew,N}"
2708,"Great Dun Fell",35.1,2707,NULL,847.5,2781,"NY710321","NY 71000 32184","NY699337",772,76,"ground within radar station perimeter fence","grassy mound 45m SE at NY 71038 32156 is 30cm lower",NULL,"2018-11-11 00:00:00",NULL,"91","OL31W",371000,532185,54.683883,-2.451333,"NY7100032185","E",0,NULL,"{Sim,Hew,N}"
2709,"Little Dun Fell",35.1,2707,NULL,842,2762,"NY704330","NY 70447 33011","NY707327",781,61,"no feature: 8m East of cairn","cairn is at NY 70438 33009","Abney level","2001-10-28 00:00:00",NULL,"91","OL31W",370447,533012,54.691283,-2.459994,"NY7044733012","E",0,NULL,"{Sim,Hew,N}"
2710,"Knock Fell",35.1,2707,NULL,794,2605,"NY721302","NY 72140 30237","NY717313",746,48,"cairn","ground 150-200m to NE nearly as high","Abney level","2001-10-28 00:00:00",NULL,"91","OL31W",372140,530238,54.666451,-2.433465,"NY7214030238","E",0,NULL,"{Sim,Hew,N}"
2711,"Mickle Fell",35.1,NULL,NULL,790,2592,"NY806245","NY 80603 24545","NY749267",578,212,"small cairn c 20m NE of large cairn","large cairn is at NY 80586 24534","Abney level","2012-01-21 00:00:00","B&L give NY805245","91 92","OL19N",380603,524546,54.615697,-2.301876,"NY8060324546","E",0,NULL,"{Ma,Sim,Hew,N,CoH,CoU,CoA}"
2712,"Meldon Hill",35.1,2707,NULL,767,2516,"NY771290","NY 77166 29079","NY760293",702,65,"base of demolished trig point","cairn about 1.5m lower than trig point","Abney level","2001-10-28 00:00:00",NULL,"91","OL19N OL31W",377166,529080,54.656298,-2.355451,"NY7716629080","E",0,NULL,"{Sim,Hew,N}"
2713,"Little Fell",35.1,2711,NULL,748,2454,"NY780222","NY 78093 22293","NY792238",675,73,"large flat area of grass and heather; no cairn","second location of equal height at NY 78121 22289 30m to E","Abney level","2012-12-10 00:00:00","B&L give NY781224 but summit area is featureless","91","OL19N",378093,522294,54.595356,-2.340573,"NY7809322294","E",0,NULL,"{Sim,Hew,N}"
2714,"Burnhope Seat",35.1,NULL,NULL,747.8,2453,"NY784375","NY 78445 37561","NY752350",557,191,"grassy mound","mound is 0.5m higher than cairn on knoll 75m NW at NY 78403 37624 and 1.3m higher than trig point 350m E at NY 78789 37537","Abney level","2020-09-12 00:00:00","Nuttalls book gives the trig point at NY787375 (hill 8036) which is Durham historic county top. See Database Notes.","91","OL31W",378445,537562,54.73258,-2.336256,"NY7844537562","E",0,NULL,"{Ma,Sim,Hew,N}"
2715,"Harwood Common",35.1,2714,NULL,715.2,2346,"NY795362","NY 79518 36290","NY 7913 3685",699.6,15.6,"ground within 1m of cairn",NULL,"Abney level","2020-03-31 00:00:00",NULL,"91","OL31W",379518,536291,54.721203,-2.319504,"NY7951836291","E",0,NULL,"{N}"
2716,"Great Shunner Fell",35.1,NULL,NULL,716,2349,"SD848972","SD 84862 97289","NY880126",419,297,"windshelter",NULL,NULL,"2001-10-28 00:00:00",NULL,"98","OL19S OL30N",384862,497289,54.370893,-2.23452,"SD8486297289","E",0,NULL,"{Ma,Sim,Hew,N}"
2717,"Dead Stones",35.1,2714,NULL,710,2329,"NY793399","NY 79371 39913","NY790390",677,33,"tall cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"91","OL31W",379371,539914,54.753755,-2.322044,"NY7937139914","E",0,NULL,"{Sim,Hew,N}"
2718,"Melmerby Fell",35.1,2707,NULL,709,2326,"NY652380","NY 65216 38013","NY661372",666,43,"rock 10m N of cairn",NULL,"Abney level","2001-10-28 00:00:00",NULL,"91","OL31W",365216,538014,54.735898,-2.541742,"NY6521638014","E",0,NULL,"{Sim,Hew,N}"
2719,"High Seat",35.1,2716,NULL,709,2326,"NY802012","NY 80207 01243","SD818980",597,112,"no feature: ground 20m N of cairn","cairn is at NY 80207 01261; there are two other cairns in the summit area at NY 80264 01331 and SW NY 80161 01177","Abney level","2001-10-28 00:00:00",NULL,"91 92","OL19S",380207,501243,54.406268,-2.306436,"NY8020701243","E",0,NULL,"{Hu,Sim,Hew,N}"
2720,"Wild Boar Fell",35.1,NULL,NULL,708,2323,"SD758987","SD 75801 98798","SD778963",364,344,"embedded rock 30m S of trig point","rock is 3cm higher than trig point (SD 75796 98888); summit is 1.5m higher than hill 5608","Leica NA730","2007-03-10 00:00:00",NULL,"98","OL19S",375801,498798,54.384103,-2.374113,"SD7580198798","E",0,NULL,"{Ma,Sim,Hew,N}"
2721,"Great Stony Hill",35.1,2714,NULL,708,2323,"NY823359","NY 82361 35934","NY811364",654,54,"ground on W side of trig point","cairn is on E side of trig point","Abney level","2001-10-28 00:00:00",NULL,"91 92","OL31W",382361,535935,54.718112,-2.275345,"NY8236135935","E",0,NULL,"{Sim,Hew,N}"
2722,"Chapelfell Top",35.1,2714,NULL,700.3,2298,"NY875346","NY 87577 34605","NY 8419 3525",558.1,142.1,"no feature: ground by ditch","cairn 170m N, described by the Nuttalls, at NY 87586 34778 is of similar height","Abney level","2021-02-11 00:00:00",NULL,"91 92","OL31W",387577,534606,54.706325,-2.194316,"NY8757734606","E",0,NULL,"{Hu,Sim,Hew,N,sMa}"
2723,"Backstone Edge",35.1,2707,NULL,699,2293,"NY725276","NY 72591 27698","NY728282",673,26,"cairn with pole","cairn is higher than trig point 200m SW at NY 72491 27523 or cairn to W but ground 1.15Km SSE at NY 73111 26673 is very close in height","Abney level","2007-03-10 00:00:00",NULL,"91","OL19N",372591,527699,54.643659,-2.426234,"NY7259127699","E",0,NULL,"{N,sSim}"
2724,"Fendrith Hill",35.1,2714,NULL,697,2287,"NY877333","NY 87709 33349","NY875337",681,16,"cairn 15m NNE of trig point","trig point is at NY 87704 33334 and is 0.4m lower","Abney level","2013-12-03 00:00:00",NULL,"91 92","OL31W",387709,533350,54.695041,-2.192214,"NY8770933350","E",0,NULL,"{N}"
2725,"Archy Styrigg [Gregory Chapel]",35.1,2716,NULL,695,2280,"NY802003","NY 80216 00354","NY802007",667,28,"tiny cairn","cairn 110m NW at NY 80280 00266 is probably just lower","Abney level","2012-12-10 00:00:00",NULL,"91 92","OL19S",380216,500354,54.398279,-2.306238,"NY8021600354","E",0,NULL,"{N,sSim}"
2726,"Hugh Seat",35.1,2716,NULL,689,2260,"SD809991","SD 80916 99103","SD809995",665,24,"fence corner","ground 30m E at SD 80946 99108 is as high","Abney level","2012-12-10 00:00:00",NULL,"98","OL19S",380916,499103,54.387063,-2.295375,"SD8091699103","E",0,NULL,"{N,sSim}"
2728,"Round Hill",35.1,2707,NULL,686,2251,"NY744361","NY 74424 36137","NY729353",615,71,"small cairn about 30m from a wall",NULL,NULL,"2001-10-28 00:00:00",NULL,"91","OL31W",374424,536138,54.719594,-2.398573,"NY7442436138","E",0,NULL,"{Sim,Hew,N}"
2729,"Swarth Fell",35.1,2720,NULL,681,2234,"SD755966","SD 75574 96666","SD753974",605,76,"embedded rock 15m W of cairn","cairn is at SD 75592 96664; large boulder 45m W at SD 75532 96647 is 20cm lower","Abney level","2012-12-10 00:00:00",NULL,"98","OL19S",375574,496666,54.364932,-2.377433,"SD7557496666","E",0,NULL,"{Sim,Hew,N}"
2730,"Baugh Fell - Tarn Rigg Hill",35.1,NULL,NULL,678.4,2226,"SD740916","SD 74089 91646","SD751941",413,265,"no feature: ground by wall","summit is c 30m E of wall junction","Abney level","2021-12-11 00:00:00",NULL,"98","OL19S",374089,491646,54.319743,-2.399849,"SD7408991646","E",0,NULL,"{Ma,Sim,Hew,N}"
2732,"The Calf",35.1,NULL,NULL,676,2218,"SD667970","SD 66745 97045","NY732006",293,383,"small cairn 20m SE of trig point","trig point is at SD 66734 97055","Abney level","2001-10-28 00:00:00",NULL,"98","OL19S",366745,497045,54.367837,-2.513352,"SD6674597045","E",0,NULL,"{Ma,Sim,Hew,N}"
2733,"Knoutberry Haw",35.1,2730,NULL,675.7,2217,"SD731919","SD 73140 91929","SD 7349 9183",656,19.7,"no feature: 2m S of wall","ground 12m SE of trig point",NULL,"2021-12-11 00:00:00",NULL,"98","OL19S",373140,491929,54.322237,-2.414463,"SD7314091929","E",0,NULL,"{N}"
2734,"Lovely Seat",35.1,2716,NULL,674.8,2214,"SD879950","SD 87905 95044","SD 86824 95469",525.7,149.1,"ground 5m NE of shelter",NULL,"Leica NA730/Leica 530","2016-11-15 00:00:00","formerly a Marilyn","98","OL19S OL30N",387905,495044,54.3508,-2.187588,"SD8790595044","E",0,NULL,"{Hu,Sim,Hew,N,sMa}"
2735,"Murton Fell",35.1,2711,NULL,673.6,2210,"NY752246","NY 75290 24647","NY 7667 2442",599.2,74.4,"no feature","small pile of stones 40m SE at NY 75319 24624 might be as high",NULL,"2021-12-11 00:00:00","hill 2929, the Buxton & Lewis summit, is 0.3m lower","91","OL19N",375290,524648,54.616381,-2.384154,"NY7529024648","E",0,NULL,"{Sim,Hew,N}"
2736,"Westernhope Moor [James's Hill]",35.1,2714,NULL,675,2215,"NY923325","NY 92318 32568","NY897331",608,67,"peaty knoll 10m NE of trig point","knoll is 30cm above base of trig point and same height as flush bracket","Abney level","2001-10-28 00:00:00",NULL,"91 92","OL31E",392318,532569,54.688115,-2.120684,"NY9231832569","E",0,NULL,"{Sim,Hew,N}"
2737,"Calders",35.1,2732,NULL,675.4,2216,"SD670960","SD 67071 96001","SD 6686 9676",641.2,34.2,"ground on path 5m W of cairn",NULL,"Abney level/Leica RX1250","2014-04-08 00:00:00",NULL,"98","OL19S",367071,496001,54.358474,-2.508212,"SD6707196001","E",0,NULL,"{Sim,Hew,N}"
2738,"Killhope Law",35.1,2714,NULL,673,2208,"NY819448","NY 81917 44844","NY799431",625,48,"no feature: heather","summit is about 20m SW of 30ft pole; ground 45m E at NY 81966 44848 is as high","Abney level","2001-10-28 00:00:00",NULL,"86 87","OL31W",381917,544845,54.798166,-2.282795,"NY8191744845","E",0,NULL,"{Sim,Hew,N}"
2740,"Rogan's Seat",35.1,NULL,NULL,672,2205,"NY919030","NY 91928 03062","NY883069",477,195,"cairn 80m W of vehicle track",NULL,"Abney level","2001-10-28 00:00:00",NULL,"91 92","OL30N",391928,503062,54.422939,-2.125914,"NY9192803062","E",0,NULL,"{Ma,Sim,Hew,N}"
2741,"Water Crag",35.1,2740,NULL,668,2192,"NY928046","NY 92854 04619","NY920037",643,25,"trig point",NULL,"Abney level","2001-10-28 00:00:00",NULL,"91 92","OL30N",392854,504619,54.436946,-2.111681,"NY9285404619","E",0,NULL,"{N,sSim}"
2743,"Little Fell",35.1,2716,NULL,667,2188,"SD808971","SD 80849 97140","SD809982",618,49,"cairn",NULL,NULL,"2001-10-28 00:00:00",NULL,"98","OL19S",380849,497140,54.369418,-2.29628,"SD8084997140","E",0,NULL,"{Sim,Hew,N}"
2744,"Black Fell",35.1,2707,NULL,664,2178,"NY648444","NY 64821 44408","NY646418",575,89,"ground 1m S of trig point","ground to West lower","Abney level","2001-10-28 00:00:00",NULL,"86","OL31W",364821,544409,54.793337,-2.548653,"NY6482144409","E",0,NULL,"{Sim,Hew,N}"
2745,"Nine Standards Rigg",35.1,NULL,NULL,662,2172,"NY825060","NY 82567 06087","NY808039",505,157,"small cairn 30m SE of trig point","trig point is at NY 82544 06109","Abney level","2017-05-29 00:00:00",NULL,"91 92","OL19S",382567,506087,54.449888,-2.270365,"NY8256706087","E",0,NULL,"{Ma,Sim,Hew,N}"
2746,"Long Man Hill",35.1,2707,NULL,658,2159,"NY723373","NY 72385 37304","NY723365",642,16,"cairn","largest of several cairns in summit area; ground within 10m of cairn is of similar height","Abney level","2012-08-15 00:00:00",NULL,"91","OL31W",372385,537305,54.729973,-2.430338,"NY7238537305","E",0,NULL,"{N}"
2747,"Grey Nag",35.1,2707,NULL,656,2152,"NY664476","NY 66481 47603","NY650462",616,40,"trig point","trig point and large conical cairn within 2m of each other",NULL,"2001-10-28 00:00:00",NULL,"86","OL31W",366481,547604,54.822162,-2.523207,"NY6648147604","E",0,NULL,"{Sim,Hew,N}"
2750,"Three Pikes",35.1,2714,NULL,650.4,2134,"NY834343","NY 83411 34311","NY 8329 3505",618.7,31.7,"not recorded","ground 8m W is of similar height",NULL,"2021-08-20 00:00:00",NULL,"91 92","OL31W",383411,534312,54.703562,-2.258952,"NY8341134312","E",0,NULL,"{Sim,Hew,N}"
2752,"Viewing Hill",35.1,2714,NULL,649,2129,"NY789331","NY 78908 33195","NY785350",583,66,"cairn",NULL,"Abney level","2012-12-10 00:00:00",NULL,"91","OL31W",378908,533196,54.693364,-2.328749,"NY7890833196","E",0,NULL,"{Sim,Hew,N}"
2754,"Fell Head",35.1,2732,NULL,640,2100,"SD649981","SD 64964 98190","SD 6570 9832",553.8,86.1,"cairn",NULL,"Abney level/Leica RX1250","2014-04-08 00:00:00",NULL,"97","OL19S",364963,498190,54.378005,-2.540906,"SD6496398190","E",0,NULL,"{Sim,Hew,N}"
2755,"Yarlside",35.1,NULL,NULL,639,2096,"SD685985","SD 68569 98533","SD681979",431,208,"no feature: ground 2m NW of cairn",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"98","OL19S",368569,498533,54.381325,-2.485437,"SD6856998533","E",0,NULL,"{Ma,Sim,Hew,N}"
2756,"Tom Smith's Stone Top",35.1,2707,NULL,637,2090,"NY655466","NY 65538 46674","NY659470",622,15,"tiny cairn with wooden post","summit about 100m SW from pool","Abney level","2001-10-28 00:00:00",NULL,"86","OL31W",365538,546675,54.81375,-2.537772,"NY6553846675","E",0,NULL,"{N}"
